GeneID	Symbol	Aliases
7431	VIM	
1544	CYP1A2	CP12, CYPIA2, P3-450, P450(PA)
7430	EZR	CVIL, CVL, HEL-S-105, VIL2
6927	HNF1A	HNF-1A, HNF1, HNF4A, IDDM20, LFB1, MODY3, TCF-1, TCF1
4018	LPA	AK38, APOA, LP
811	CALR	CRT, HEL-S-99n, RO, SSA, cC1qR
6850	SYK	p72-Syk
5156	PDGFRA	CD140A, PDGFR-2, PDGFR2
2784	GNB3	CSNB1H
5894	RAF1	CMD1NN, CRAF, NS5, Raf-1, c-Raf
3689	ITGB2	CD18, LAD, LCAMB, LFA-1, MAC-1, MF17, MFI7
3600	IL15	IL-15
8878	SQSTM1	A170, DMRV, FTDALS3, NADGP, OSIL, PDB3, ZIP3, p60, p62, p62B
5806	PTX3	TNFAIP5, TSG-14
5566	PRKACA	PKACA, PPNAD4
6285	S100B	NEF, S100, S100-B, S100beta
2539	G6PD	G6PD1
3172	HNF4A	FRTS4, HNF4, HNF4a7, HNF4a8, HNF4a9, HNF4alpha, MODY, MODY1, NR2A1, NR2A21, TCF, TCF14
3240	HP	BP2ALPHA2, HPA1S, HP
1050	CEBPA	C/EBP-alpha, CEBP
7133	TNFRSF1B	CD120b, TBPII, TNF-R-II, TNF-R75, TNFBR, TNFR1B, TNFR2, TNFR80, p75, p75TNFR
567	B2M	IMD43
1589	CYP21A2	CA21H, CAH1, CPS1, CYP21, CYP21B, P450c21B
4893	NRAS	ALPS4, CMNS, N-ras, NCMS1, NS6, NRAS
90865	IL33	C9orf26, DVS27, IL1F11, NF-HEV, NFEHEV
5591	PRKDC	DNA-PKC, DNA-PKcs, DNAPK, DNAPKc, DNPK1, HYRC, HYRC1, IMD26, XRCC7, p350
23405	DICER1	DCR1, Dicer, Dicer1e, HERNA, K12H4.8-LIKE, MNG1, RMSE2
268	AMH	MIF, MIS
3303	HSPA1A	HEL-S-103, HSP70-1, HSP70-1A, HSP70-2, HSP70.1, HSP70.2, HSP70I, HSP72, HSPA1
6794	STK11	LKB1, PJS, hLKB1
285	ANGPT2	AGPT2, ANG2
22943	DKK1	DKK-1, SK
3956	LGALS1	GAL1, GBP
7424	VEGFC	Flt4-L, LMPH1D, VRP
4160	MC4R	
4316	MMP7	MMP-7, MPSL1, PUMP-1
8678	BECN1	ATG6, VPS30, beclin1
133	ADM	AM, PAMP
2034	EPAS1	ECYT4, HIF2A, HLF, MOP2, PASD2, bHLHe73
2305	FOXM1	FKHL16A, FOXM1B, FOXM1C, HFH-11, HFH11, HNF-3, INS-1, MPHOSPH2, MPP-2, MPP2, PIG29, TRIDENT, FOXM1
6280	S100A9	60B8AG, CAGB, CFAG, CGLB, L1AG, LIAG, MAC387, MIF, MRP14, NIF, P14
2534	FYN	SLK, SYN, p59-FYN
2214	FCGR3A	CD16, CD16A, FCG3, FCGR3, FCGRIII, FCR-10, FCRIII, FCRIIIA, IGFR3, IMD20
729230	CCR2	CC-CKR-2, CCR-2A, CCR2B, CD192, CKR2, CKR2A, CKR2B, CMKBR2, MCP-1-R, CCR2
5624	PROC	APC, PC1, THPH3, THPH4, PROC
30835	CD209	CDSIGN, CLEC4L, DC-SIGN, DC-SIGN1
7517	XRCC3	CMM6
79001	VKORC1	EDTP308, MST134, MST576, VKCFD2, VKOR
6401	SELE	CD62E, ELAM, ELAM1, ESEL, LECAM2
1111	CHEK1	CHK1
7153	TOP2A	TOP2, TP2A
5950	RBP4	MCOPCB10, RDCCAS
4854	NOTCH3	CADASIL, CADASIL1, CASIL, IMF2, LMNS
540	ATP7B	PWD, WC1, WD, WND
5159	PDGFRB	CD140B, IBGC4, IMF1, JTK12, KOGS, PDGFR, PDGFR-1, PDGFR1, PENTT
302	ANXA2	ANX2, ANX2L4, CAL1H, HEL-S-270, LIP2, LPC2, LPC2D, P36, PAP-IV
1958	EGR1	AT225, G0S30, KROX-24, NGFI-A, TIS8, ZIF-268, ZNF225
875	CBS	CBSL, HIP4
5340	PLG	
2065	ERBB3	ErbB-3, HER3, LCCS2, MDA-BF-1, c-erbB-3, c-erbB3, erbB3-S, p180-ErbB3, p45-sErbB3, p85-sErbB3
9021	SOCS3	ATOD4, CIS3, Cish3, SOCS-3, SSI-3, SSI3
10018	BCL2L11	BAM, BIM, BOD
6323	SCN1A	EIEE6, FEB3, FEB3A, FHM3, GEFSP2, HBSCI, NAC1, Nav1.1, SCN1, SMEI
4613	MYCN	MODED, N-myc, NMYC, ODED, bHLHe37
9518	GDF15	GDF-15, MIC-1, MIC1, NAG-1, PDF, PLAB, PTGFB
5053	PAH	PH, PKU, PKU1
6615	SNAI1	SLUGH2, SNA, SNAH, SNAIL, SNAIL1, dJ710H13.1
406937	MIR145	MIRN145, miR-145, miRNA145
3767	KCNJ11	BIR, HHF2, IKATP, KIR6.2, MODY13, PHHI, TNDM3
4157	MC1R	CMM5, MSH-R, SHEP2
11315	PARK7	DJ-1, DJ1, GATD2, HEL-S-67p
4683	NBN	AT-V1, AT-V2, ATV, NBS, NBS1, P95
7046	TGFBR1	AAT5, ACVRLK4, ALK-5, ALK5, ESS1, LDS1, LDS1A, LDS2A, MSSE, SKR4, TBR-i, TBRI, TGFR-1, tbetaR-I
5300	PIN1	DOD, UBL5
3932	LCK	IMD22, LSK, YT16, p56lck, pp58lck
7442	TRPV1	VR1
6403	SELP	CD62, CD62P, GMP140, GRMP, LECAM3, PADGEM, PSEL
1994	ELAVL1	ELAV1, HUR, Hua, MelG
10855	HPSE	HPA, HPA1, HPR11, HSE1, HPSE
3350	HTR1A	5-HT-1A, 5-HT1A, 5HT1a, ADRB2RL1, ADRBRL1, G-21, PFMCD
109580095	HBB-LCR	LCRB, beta-DCR, beta-LAR
545	ATR	FCTCS, FRP1, MEC1, SCKL, SCKL1
2272	FHIT	AP3Aase, FRA3B
3014	H2AFX	H2A.X, H2A/X, H2AX
864	RUNX3	AML2, CBFA3, PEBP2aC
2244	FGB	HEL-S-78p
652	BMP4	BMP2B, BMP2B1, MCOPS6, OFC11, ZYME
5058	PAK1	PAKalpha
7172	TPMT	TPMTD
23621	BACE1	ASP2, BACE, HSPC104
3674	ITGA2B	BDPLT16, BDPLT2, CD41, CD41B, GP2B, GPIIb, GT, GTA, HPA3, PPP1R93
2149	F2R	CF2R, HTR, PAR-1, PAR1, TR
153	ADRB1	ADRB1R, B1AR, BETA1AR, RHR
4057	LTF	GIG12, HEL110, HLF2, LF
7341	SUMO1	DAP1, GMP1, OFC10, PIC1, SENP2, SMT3, SMT3C, SMT3H3, UBL1
1280	COL2A1	ANFH, AOM, COL11A3, SEDC, STL1
345	APOC3	APOCIII
7189	TRAF6	MGC:3310, RNF85
4363	ABCC1	ABC29, ABCC, GS-X, MRP, MRP1
4615	MYD88	MYD88D
4087	SMAD2	JV18, JV18-1, MADH2, MADR2, hMAD-2, hSMAD2
4035	LRP1	A2MR, APOER, APR, CD91, IGFBP-3R, IGFBP3R, IGFBP3R1, KPA, LRPA, TGFBR5, LRP1
174	AFP	AFPD, FETA, HPAFP
203228	C9orf72	ALSFTD, DENNL72, FTDALS, FTDALS1
2078	ERG	erg-3, p55
1019	CDK4	CMM3, PSK-J3
7137	TNNI3	CMD1FF, CMD2A, CMH7, RCM1, TNNC1, cTnI
5315	PKM	CTHBP, HEL-S-30, OIP3, PK32, TCB, THBP1, PKM
820	CAMP	CAP-18, CAP18, CRAMP, FALL-39, FALL39, HSD26, LL37
8091	HMGA2	BABL, HMGI-C, HMGIC, LIPO, STQTL9
5021	OXTR	OT-R
155	ADRB3	BETA3AR
3375	IAPP	DAP, IAP
9365	KL	HFTC3
7077	TIMP2	CSC-21K, DDC8
59067	IL21	CVID11, IL-21, Za11
1051	CEBPB	C/EBP-beta, IL6DBP, NF-IL6, TCF5
7128	TNFAIP3	A20, AISBL, OTUD7C, TNFA1P2
5478	PPIA	CYPA, CYPH, HEL-S-69p
6868	ADAM17	ADAM18, CD156B, CSVP, NISBD, NISBD1, TACE
2625	GATA3	HDR, HDRS
847	CAT	
613	BCR	ALL1, CML, D22S11, D22S662, PHL, BCR
135	ADORA2A	A2aR, ADORA2, RDC8
3115	HLA-DPB1	DPB1, HLA-DP, HLA-DP1B, HLA-DPB
1585	CYP11B2	ALDOS, CPN2, CYP11B, CYP11BL, CYPXIB2, P-450C18, P450C18, P450aldo
1814	DRD3	D3DR, ETM1, FET1
6521	SLC4A1	AE1, BND3, CD233, CHC, DI, EMPB3, EPB3, FR, RTA1A, SAO, SPH4, SW, WD, WD1, WR
7415	VCP	CDC48, TERA, p97
7351	UCP2	BMIQ4, SLC25A8, UCPH
2690	GHR	GHBP, GHIP
5327	PLAT	T-PA, TPA
3570	IL6R	CD126, IL-6R-1, IL-6RA, IL6QA, IL6RQ, gp80, IL6R
2521	FUS	ALS6, ETM41, HNRNPP2, POMP75, TLS, FUS
9314	KLF4	EZF, GKLF
6464	SHC1	SHC, SHCA
7474	WNT5A	hWNT5A
22914	KLRK1	CD314, D12S2489E, KLR, NKG2-D, NKG2D
7018	TF	HEL-S-71p, PRO1557, PRO2086QTL1, TF
3456	IFNB1	IFB, IFF, IFN-beta, IFNB
2150	F2RL1	GPR11, PAR2
5562	PRKAA1	AMPK, AMPKa1
2243	FGA	Fib2
2492	FSHR	FSHR1O, LGR1, ODG1, FSHR
6462	SHBG	ABP, SBP, TEBG
1555	CYP2B6	CPB6, CYP2B, CYP2B7, CYP2B7P, CYPIIB6, EFVM, IIB1, P450
3329	HSPD1	CPN60, GROEL, HLD4, HSP-60, HSP60, HSP65, HuCHA60, SPG13
216	ALDH1A1	ALDC, ALDH-E1, ALDH1, ALDH11, HEL-9, HEL-S-53e, HEL12, PUMB1, RALDH1
23586	DDX58	RIG-I, RIGI, RLR-1, SGMRT2
947	CD34	
3566	IL4R	CD124, IL-4RAA, IL4R
1788	DNMT3A	DNMT3A2, M.HsaIIIA, TBRS
4684	NCAM1	CD56, MSK39, NCAM
6935	ZEB1	AREB6, BZP, DELTAEF1, FECD6, NIL2A, PPCD3, TCF8, ZFHEP, ZFHX1A
3551	IKBKB	IKK-beta, IKK2, IKKB, IMD15, NFKBIKB
4842	NOS1	IHPS1, N-NOS, NC-NOS, NOS, bNOS, nNOS
551	AVP	ADH, ARVP-NPII, AVRP, VP, AVP
6662	SOX9	CMD1, CMPD1, SRA1, SRXX2, SRXY10
6786	STIM1	D11S4896E, GOK, IMD10, STRMK, TAM, TAM1
5176	SERPINF1	EPC-1, OI12, OI6, PEDF, PIG35
3673	ITGA2	BR, CD49B, GPIa, HPA-5, VLA-2, VLAA2
149233	IL23R	
5080	PAX6	AN, AN2, ASGD5, D11S812E, FVH1, MGDA, WAGR
5741	PTH	PTH1
6502	SKP2	FBL1, FBXL1, FLB1, p45
1977	EIF4E	AUTS19, CBP1, EIF4EL1, EIF4F, eIF-4E, EIF4E
5428	POLG	MDP1, MIRAS, MTDPS4A, MTDPS4B, PEO1, POLGA, SANDO, SCAE, POLG
6678	SPARC	BM-40, OI17, ON
2645	GCK	FGQTL3, GK, GLK, HHF3, HK4, HKIV, HXKP, LGLK, MODY2
5228	PGF	D12S1900L, PIGF, PLGF, PlGF-2, SHGC-10760, PGF
65018	PINK1	BRPK, PARK6
3066	HDAC2	HD2, RPD3, YAF1
6382	SDC1	CD138, SDC, SYND1, syndecan
4627	MYH9	BDPLT6, DFNA17, EPSTS, FTNS, MATINS, MHA, NMHC-II-A, NMMHC-IIA, NMMHCA
4072	EPCAM	DIAR5, EGP-2, EGP314, EGP40, ESA, HNPCC8, KS1/4, KSA, M4S1, MIC18, MK-1, TACSTD1, TROP1
6093	ROCK1	P160ROCK, ROCK-I
8856	NR1I2	BXR, ONR1, PAR, PAR1, PAR2, PARq, PRR, PXR, SAR, SXR
7295	TXN	TRDX, TRX, TRX1
10631	POSTN	OSF-2, OSF2, PDLPOSTN, PN
2162	F13A1	F13A
125	ADH1B	ADH2, HEL-S-117
1789	DNMT3B	ICF, ICF1, M.HsaIIIB
4904	YBX1	BP-8, CBF-A, CSDA2, CSDB, DBPB, EFI-A, MDR-NF1, NSEP-1, NSEP1, YB-1, YB1
6598	SMARCB1	BAF47, CSS3, INI1, MRD15, PPP1R144, RDT, RTPS1, SNF5, SNF5L1, SWNTS1, Sfh1p, Snr1, hSNFS
7941	PLA2G7	LDL-PLA2, LP-PLA2, PAFAD, PAFAH
7249	TSC2	LAM, PPP1R160, TSC4
8651	SOCS1	CIS1, CISH1, JAB, SOCS-1, SSI-1, SSI1, TIP-3, TIP3
197	AHSG	A2HS, AHS, APMR1, FETUA, HSGA
1548	CYP2A6	CPA6, CYP2A, CYP2A3, CYPIIA6, P450C2A, P450PB
6256	RXRA	NR2B1
4852	NPY	PYY4
10599	SLCO1B1	HBLRR, LST-1, LST1, OATP-C, OATP1B1, OATP2, OATPC, SLC21A6
7508	XPC	RAD4, XP3C, p125, XPC
4311	MME	CALLA, CD10, CMT2T, NEP, SCA43, SFE
5294	PIK3CG	PI3CG, PI3K, PI3Kgamma, PIK3, p110gamma, p120-PI3K
1535	CYBA	p22-PHOX
2641	GCG	GLP-1, GLP1, GLP2, GRPP
604	BCL6	BCL5A, LAZ3, ZBTB27, ZNF51, BCL6
5172	SLC26A4	DFNB4, EVA, PDS, TDH2B
1045	CDX2	CDX-3/AS, CDX3, CDX2
2316	FLNA	ABP-280, ABPX, CSBS, CVD1, FGS2, FLN, FLN-A, FLN1, FMD, MNS, NHBP, OPD, OPD1, OPD2, XLVD, XMVD
8837	CFLAR	CASH, CASP8AP1, CLARP, Casper, FLAME, FLAME-1, FLAME1, FLIP, I-FLICE, MRIT, c-FLIP, c-FLIPL, c-FLIPR, c-FLIPS
9212	AURKB	AIK2, AIM-1, AIM1, ARK-2, ARK2, AurB, IPL1, PPP1R48, STK-1, STK12, STK5, aurkb-sv1, aurkb-sv2
5617	PRL	GHA1
801	CALM1	CALML2, CAM2, CAM3, CAMB, CAMC, CAMI, CAMIII, CPVT4, DD132, LQT14, PHKD, caM
2638	GC	DBP, DBP-maf, DBP/GC, GRD3, Gc-MAF, GcMAF, HEL-S-51, VDB, VDBG, VDBP
898	CCNE1	CCNE, pCCNE1
6275	S100A4	18A2, 42A, CAPL, FSP1, MTS1, P9KA, PEL98
2353	FOS	AP-1, C-FOS, p55
80339	PNPLA3	ADPN, C22orf20, iPLA(2)epsilon
775	CACNA1C	CACH2, CACN2, CACNL1A1, CCHL1A1, CaV1.2, LQT8, TS
768	CA9	CAIX, MN
4803	NGF	Beta-NGF, HSAN5B, NGF
1536	CYBB	AMCBX2, CGD, GP91-1, GP91-PHOX, GP91PHOX, IMD34, NOX2, p91-PHOX
5777	PTPN6	HCP, HCPH, HPTP1C, PTP-1C, SH-PTP1, SHP-1, SHP-1L, SHP1
2052	EPHX1	EPHX, EPOX, HYL1, MEH
50616	IL22	IL-21, IL-22, IL-D110, IL-TIF, ILTIF, TIFIL-23, TIFa, zcyto18
4973	OLR1	CLEC8A, LOX1, LOXIN, SCARE1, SLOX1
6261	RYR1	CCO, MHS, MHS1, PPP1R137, RYDR, RYR, RYR-1, SKRR
5610	EIF2AK2	EIF2AK1, PKR, PPP1R83, PRKR
7535	ZAP70	ADMIO2, IMD48, SRK, STCD, STD, TZK, ZAP-70
7514	XPO1	CRM1, emb, exp1
2158	F9	F9 p22, FIX, HEMB, P19, PTC, THPH8
940	CD28	Tp44
3312	HSPA8	HEL-33, HEL-S-72p, HSC54, HSC70, HSC71, HSP71, HSP73, HSPA10, LAP-1, LAP1, NIP71
7486	WRN	RECQ3, RECQL2, RECQL3
361	AQP4	MIWC, WCH4
1410	CRYAB	CMD1II, CRYA2, CTPP2, CTRCT16, HEL-S-101, HSPB5, MFM2
7056	THBD	AHUS6, BDCA3, CD141, THPH12, THRM, TM
2811	GP1BA	BDPLT1, BDPLT3, BSS, CD42B, CD42b-alpha, DBPLT3, GP1B, GPIbA, GPIbalpha, VWDP
4221	MEN1	MEAI, SCG2
3040	HBA2	ECYT7, HBA-T2, HBH
358	AQP1	AQP-CHIP, CHIP28, CO
4830	NME1	AWD, GAAD, NB, NBS, NDKA, NDPK-A, NDPKA, NM23, NM23-H1
5579	PRKCB	PKC-beta, PKCB, PKCI(2), PKCbeta1, PRKCB2, PRKCB
3661	IRF3	IIAE7
949	SCARB1	CD36L1, CLA-1, CLA1, HDLQTL6, SR-BI, SRB1
842	CASP9	APAF-3, APAF3, ICE-LAP6, MCH6, PPP1R56
2735	GLI1	GLI, PAPA8
6597	SMARCA4	BAF190, BAF190A, BRG1, CSS4, MRD16, RTPS2, SNF2, SNF2L4, SNF2LB, SWI2, hSNF2b
6720	SREBF1	SREBP1, bHLHd1
1139	CHRNA7	CHRNA7-2, NACHRA7
4548	MTR	HMAG, MS, cblG
5914	RARA	NR1B1, RAR
2876	GPX1	GPXD, GSHPX1
4595	MUTYH	MYH
84876	ORAI1	CRACM1, IMD9, ORAT1, TAM2, TMEM142A
94025	MUC16	CA125
891	CCNB1	CCNB
2113	ETS1	ETS-1, EWSR2, c-ets-1, p54
2159	F10	FX, FXA
7045	TGFBI	BIGH3, CDB1, CDG2, CDGG1, CSD, CSD1, CSD2, CSD3, EBMD, LCD1
5770	PTPN1	PTP1B
1278	COL1A2	EDSARTH2, EDSCV, OI4
6606	SMN1	BCD541, GEMIN1, SMA, SMA1, SMA2, SMA3, SMA4, SMA@, SMN, SMNT, T-BCD541, TDRD16A
5175	PECAM1	CD31, CD31/EndoCAM, GPIIA', PECA1, PECAM-1, endoCAM
7329	UBE2I	C358B7.1, P18, UBC9
5788	PTPRC	B220, CD45, CD45R, GP180, L-CA, LCA, LY5, T200
684	BST2	CD317, TETHERIN
7534	YWHAZ	14-3-3-zeta, HEL-S-3, HEL-S-93, HEL4, KCIP-1, YWHAD
7037	TFRC	CD71, IMD46, T9, TFR, TFR1, TR, TRFR, p90
4914	NTRK1	MTC, TRK, TRK1, TRKA, Trk-A, p140-TrkA
8517	IKBKG	AMCBX1, FIP-3, FIP3, Fip3p, IKK-gamma, IKKAP1, IKKG, IMD33, IP, IP1, IP2, IPD2, NEMO, ZC2HC9
7080	NKX2-1	BCH, BHC, NK-2, NKX2.1, NKX2A, NMTC1, T/EBP, TEBP, TITF1, TTF-1, TTF1
2266	FGG	
5430	POLR2A	POLR2, POLRA, RPB1, RPBh1, RPO2, RPOL2, RpIILS, hRPB220, hsRPB1
3678	ITGA5	CD49e, FNRA, VLA-5, VLA5A
121278	TPH2	ADHD7, NTPH
1508	CTSB	APPS, CPSB, RECEUP
462	SERPINC1	AT3, AT3D, ATIII, ATIII-R2, THPH7
5467	PPARD	FAAR, NR1C2, NUC1, NUCI, NUCII, PPARB
1030	CDKN2B	CDK4I, INK4B, MTS2, P15, TP15, p15INK4b
6198	RPS6KB1	PS6K, S6K, S6K-beta-1, S6K1, STK14A, p70 S6KA, p70(S6K)-alpha, p70-S6K, p70-alpha
4771	NF2	ACN, BANF, SCH
3897	L1CAM	CAML1, CD171, HSAS, HSAS1, MASA, MIC5, N-CAM-L1, N-CAML1, NCAM-L1, S10, SPG1
695	BTK	AGMX1, AT, ATK, BPK, IMD1, PSCTK1, XLA
1113	CHGA	CGA
3592	IL12A	CLMF, IL-12A, NFSK, NKSF1, P35
7150	TOP1	TOPI
3297	HSF1	HSTF1
406906	MIR122	MIR122A, MIRN122, MIRN122A, hsa-mir-122, miRNA122, miRNA122A, mir-122
1147	CHUK	IKBKA, IKK-alpha, IKK1, IKKA, NFKBIKA, TCF16
100124700	HOTAIR	HOXAS, HOXC-AS4, HOXC11-AS1, NCRNA00072
60	ACTB	BRWS1, PS1TP5BP1
2547	XRCC6	CTC75, CTCBF, G22P1, KU70, ML8, TLAA
2066	ERBB4	ALS19, HER4, p180erbB4
84868	HAVCR2	CD366, HAVcr-2, KIM-3, TIM3, TIMD-3, TIMD3, Tim-3
8795	TNFRSF10B	CD262, DR5, KILLER, KILLER/DR5, TRAIL-R2, TRAILR2, TRICK2, TRICK2A, TRICK2B, TRICKB, ZTNFR9
4653	MYOC	GLC1A, GPOA, JOAG, JOAG1, TIGR
5155	PDGFB	IBGC5, PDGF-2, PDGF2, SIS, SSV, c-sis
50964	SOST	CDD, DAND61, VBCH, SOST
4804	NGFR	CD271, Gp80-LNGFR, TNFRSF16, p75(NTR), p75NTR
2956	MSH6	GTBP, GTMBP, HNPCC5, HSAP, p160
10763	NES	Nbla00170
55294	FBXW7	AGO, CDC4, FBW6, FBW7, FBX30, FBXO30, FBXW6, SEL-10, SEL10, hAgo, hCdc4
2006	ELN	ADCL1, SVAS, WBS, WS
5443	POMC	ACTH, CLIP, LPH, MSH, NPP, OBAIRH, POC
108684022	LOC108684022	
4915	NTRK2	EIEE58, GP145-TrkB, OBHD, TRKB, trk-B
1524	CX3CR1	CCRL1, CMKBRL1, CMKDR1, GPR13, GPRV28, V28
4586	MUC5AC	MUC5, TBM, leB, mucin
1244	ABCC2	ABC30, CMOAT, DJS, MRP2, cMRP
85480	TSLP	
3002	GZMB	C11, CCPI, CGL-1, CGL1, CSP-B, CSPB, CTLA1, CTSGL1, HLP, SECT
3579	CXCR2	CD182, CDw128b, CMKAR2, IL8R2, IL8RA, IL8RB
5310	PKD1	PBP, PC1, Pc-1, TRPP1
5604	MAP2K1	CFC3, MAPKK1, MEK1, MKK1, PRKMK1
7273	TTN	CMD1G, CMH9, CMPD4, EOMFC, HMERF, LGMD2J, LGMDR10, MYLK5, SALMY, TMD
1509	CTSD	CLN10, CPSD, HEL-S-130P
26291	FGF21	
28	ABO	A3GALNT, A3GALT1, GTB, NAGAT
4625	MYH7	CMD1S, CMH1, MPD1, MYHCB, SPMD, SPMM
240	ALOX5	5-LO, 5-LOX, 5LPG, LOG5
4322	MMP13	CLG3, MANDP1, MDST, MMP-13
301	ANXA1	ANX1, LPC1
7345	UCHL1	HEL-117, HEL-S-53, NDGOA, PARK5, PGP 9.5, PGP9.5, PGP95, SPG79, Uch-L1
100133941	CD24	CD24A
2597	GAPDH	G3PD, GAPD, HEL-S-162eP
350	APOH	B2G1, B2GP1, BG
7520	XRCC5	KARP-1, KARP1, KU80, KUB2, Ku86, NFIV
2289	FKBP5	AIG61, FKBP54, P54, PPIase, Ptg-10, FKBP5
1000	CDH2	CD325, CDHN, CDw325, NCAD
3358	HTR2C	5-HT1C, 5-HT2C, 5-HTR2C, 5HTR2C, HTR1C
632	BGLAP	BGP, OC, OCN
92140	MTDH	3D3, AEG-1, AEG1, LYRIC, LYRIC/3D3
5268	SERPINB5	PI5, maspin
6778	STAT6	D12S1644, IL-4-STATB, STAT6C, STAT6
59272	ACE2	ACEH
6288	SAA1	PIG4, SAA, SAA2, TP53I4
3290	HSD11B1	11-DH, 11-beta-HSD1, CORTRD2, HDL, HSD11, HSD11B, HSD11L, SDR26C1
3990	LIPC	HDLCQ12, HL, HTGL, LIPH
50507	NOX4	KOX, KOX-1, RENOX
3684	ITGAM	CD11B, CR3A, MAC-1, MAC1A, MO1A, SLEB6
4286	MITF	CMM8, COMMAD, MI, WS2, WS2A, bHLHe32
3418	IDH2	D2HGA2, ICD-M, IDH, IDHM, IDP, IDPM, mNADP-IDH
590	BCHE	BCHED, CHE1, CHE2, E1
3611	ILK	HEL-S-28-1, ILK-2, P59, p59ILK, ILK
3814	KISS1	HH13, KiSS-1
103	ADAR	ADAR1, AGS6, DRADA, DSH, DSRAD, G1P1, IFI-4, IFI4, K88DSRBP, P136
1673	DEFB4A	BD-2, DEFB-2, DEFB102, DEFB2, DEFB4, HBD-2, SAP1
3484	IGFBP1	AFBP, IBP1, IGF-BP25, PP12, hIGFBP-1
1991	ELANE	ELA2, GE, HLE, HNE, NE, PMN-E, SCN1
5069	PAPPA	ASBABP2, DIPLA1, IGFBP-4ase, PAPA, PAPP-A1, PAPPA
6776	STAT5A	MGF, STAT5
2194	FASN	FAS, OA-519, SDR27X1
4691	NCL	C23, Nsr1
24	ABCA4	ABC10, ABCR, ARMD2, CORD3, FFM, RMP, RP19, STGD, STGD1
284	ANGPT1	AGP1, AGPT, ANG1
1969	EPHA2	ARCC2, CTPA, CTPP1, CTRCT6, ECK
2705	GJB1	CMTX, CMTX1, CX32
773	CACNA1A	APCA, BI, CACNL1A4, CAV2.1, EA2, EIEE42, FHM, HPCA, MHP, MHP1, SCA6
952	CD38	ADPRC 1, ADPRC1
3133	HLA-E	HLA-6.2, QA1
249	ALPL	AP-TNAP, APTNAP, HOPS, TNALP, TNAP, TNSALP
6376	CX3CL1	ABCD-3, C3Xkine, CXC3, CXC3C, NTN, NTT, SCYD1, fractalkine, neurotactin
3439	IFNA1	IFL, IFN, IFN-ALPHA, IFN-alphaD3, IFNA@, IFNA1
5335	PLCG1	NCKAP3, PLC-II, PLC1, PLC148, PLCgamma1
7078	TIMP3	HSMRK222, K222, K222TA2, SFD
8202	NCOA3	ACTR, AIB-1, AIB1, CAGH16, CTG26, KAT13B, RAC3, SRC-3, SRC3, TNRC14, TNRC16, TRAM-1, bHLHe42, pCIP
102	ADAM10	AD10, AD18, CD156c, CDw156, HsT18717, MADM, RAK, kuz
27185	DISC1	C1orf136, SCZD9
4878	NPPA	ANF, ANP, ATFB6, ATRST2, CDD, CDD-ANF, CDP, PND
3575	IL7R	CD127, CDW127, IL-7R-alphaA, ILRA, IL7R
4976	OPA1	BERHS, MGM1, MTDPS14, NPG, NTG, largeG
1361	CPB2	CPU, PCPB, TAFI
6716	SRD5A2	
378938	MALAT1	HCN, LINC00047, NCRNA00047, NEAT2, PRO2853
2904	GRIN2B	EIEE27, GluN2B, MRD6, NMDAR2B, NR2B, NR3, hNR3
634	CEACAM1	BGP, BGP1, BGPI
4602	MYB	Cmyb, c-myb, c-myb_CDS, efg
5727	PTCH1	BCNS, NBCCS, PTC, PTC1, PTCH
3397	ID1	ID, bHLHb24
6279	S100A8	60B8AG, CAGA, CFAG, CGLA, CP-10, L1Ag, MA387, MIF, MRP8, NIF, P8
9332	CD163	M130, MM130, SCARI1
100	ADA	
4067	LYN	JTK8, p53Lyn, p56Lyn
3659	IRF1	IRF-1, MAR
5972	REN	HNFJ2
4552	MTRR	MSR, cblE
2852	GPER1	CEPR, CMKRL2, DRY12, FEG-1, GPCR-Br, GPER, GPR30, LERGU, LERGU2, LyGPR, mER
51741	WWOX	D16S432E, EIEE28, FOR, FRA16D, HHCMA56, PRO0128, SCAR12, SDR41C1, WOX1
57379	AICDA	AID, ARP2, CDA2, HEL-S-284, HIGM2
6010	RHO	CSNBAD1, OPN2, RP4
2167	FABP4	A-FABP, AFABP, ALBP, HEL-S-104, aP2
6928	HNF1B	FJHN, HNF-1-beta, HNF-1B, HNF1beta, HNF2, HPC11, LF-B3, LFB3, MODY5, TCF-2, TCF2, VHNF1
10013	HDAC6	CPBHM, HD6, JM21, PPP1R90
943	TNFRSF8	CD30, D1S166E, Ki-1
3574	IL7	IL-7
51284	TLR7	TLR7-like
659	BMPR2	BMPR-II, BMPR3, BMR2, BRK-3, POVD1, PPH1, T-ALK
5581	PRKCE	PKCE, nPKC-epsilon
1394	CRHR1	CRF-R, CRF-R-1, CRF-R1, CRF1, CRFR-1, CRFR1, CRH-R-1, CRH-R1, CRHRL, CRHR1
1236	CCR7	BLR2, CC-CKR-7, CCR-7, CD197, CDw197, CMKBR7, EBI1
2717	GLA	GALA
7528	YY1	DELTA, GADEVS, INO80S, NF-E1, UCRBP, YIN-YANG-1
283120	H19	ASM, ASM1, BWS, D11S813E, LINC00008, NCRNA00008, WT2
3371	TNC	150-225, DFNA56, GMEM, GP, HXB, JI, TN, TN-C
8829	NRP1	BDCA4, CD304, NP1, NRP, VEGF165R
5590	PRKCZ	PKC-ZETA, PKC2
1437	CSF2	CSF, GMCSF
